Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_text,job_state,age,python_yn,rstudio_yn,spark_yn,aws_yn,excel_yn
Data Scientist I,Employer Provided Salary:$95K,"Overview:
Now is the time to join us!
At Virgin Pulse we value and celebrate diversity and we are committed to creating an inclusive environment for all employees. We believe in creating teams made up of individuals with various backgrounds, experiences, and perspectives. Why? Because diversity inspires innovation, collaboration, and challenges us to produce better solutions. But more than this, diversity is our strength, and a catalyst in our ability to #changelivesforgood.
Responsibilities:
Who are you?
You are a Data Scientist who will hit the ground running to support the organization's efforts to drive personalization and targeted intervention in the health engagement SaaS industry. You have a solid statistical and modeling skill set and the technical tools to complete projects end to end. This role will be responsible for preparing datasets, building predictive machine learning models, and optimizing model performance. We are looking for someone who is self-directed and thrives working in a fast-paced, collaborative environment in which expectations are high both for the quality and speed of work. A successful candidate will have a hunger for continuous learning, a desire to grow and lead, and strong interpersonal relationship skills.




Qualifications:",3.5,"VirginPulse
3.5",Remote,-1,501 to 1000 Employees,2004,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),-1,0,1,95,95,95.0,"VirginPulse
", Remote,19,0,0,0,0,0
Data Scientist,Employer Provided Salary:$35.00 Per Hour,"Job Type: Officer of Administration
Bargaining Unit:
Regular/Temporary: Regular
End Date if Temporary:
Hours Per Week: 35
Salary Range:

Position Summary
The Herbert Irving Comprehensive Cancer Center (HICCC) at Columbia University Irving Medical Center has an immediate opening for a data scientist to lead implementation of data-driven cancer clinical trial innovations. The HICCC provides a comprehensive and personalized approach to cancer care to thousands of patients each year and has a mission to couple cutting edge research and discoveries into new therapies and treatments. Advancements in the availability of clinical data and computational power present new opportunities to improve the efficiency and effectiveness of cancer clinical trials. The successful candidate will have a track record of creativity and applying data-driven solutions in biomedical informatics, clinical informatics, genetics, and/or cancer biology.",4.1,"Columbia University
4.1","New York, NY",-1,10000+ Employees,1754,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,1,1,35,35,35.0,"Columbia University
", NY,269,0,0,0,0,0
"Data Scientist, USCAN MR",Employer Provided Salary:$108K - $135K,"Job Description Summary
As the Data Scientist for USCAN MRI, you will develop and deploy modern machine learning techniques, operational research, and statistical methods for finding structure in large MRI data sets to create customer facing analyses of procedure data, market share, and opportunity growth.

At GE Healthcare, our passionate people are creating the products, solutions and services our customers need to deliver the best patient care possible.
Job Description",4.3,"GE Healthcare
4.3",Remote,-1,10000+ Employees,1892,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),-1,0,1,108,135,121.5,"GE Healthcare
", Remote,131,0,0,0,0,0
Data Scientist,$85K - $127K (Glassdoor est.),"Position Summary
The Strategic Analytics team, part of the Finance organization of the US Firm, executes strategic and advanced analytic projects across a range of functional areas related to the Firm's strategy and financial performance. Our project-based team is looking for a Data Scientist who will be responsible for conducting analyses using advanced statistics and data mining techniques to enable better decision making. This role creates great value for Deloitte's Businesses by supporting large scale initiatives and delivering high quality, actionable recommendations that are integral to leadership outcomes and helping Deloitte achieve its strategic priorities.
Work You'll Do
The Strategic Analytics team typically executes projects across the following areas:

Analytics















EA_ExpHire

EA_FA_ExpHire
EA_Finance

#LI-CT1",4.1,"Deloitte
4.1","Tempe, AZ",-1,10000+ Employees,1850,Company - Private,Accounting & Tax,Financial Services,$10+ billion (USD),-1,0,0,85,127,106.0,"Deloitte
", AZ,173,0,0,0,0,0
Data Scientist,$84K - $127K (Glassdoor est.),"Mosaic Data Science, located in the Northern Virginia/Washington, DC Metro area,
encourages qualified data scientists to contact us regarding current full-time, salaried
consulting opportunities in the United States and Canada.
Mosaic Data Science is a dynamic, growing data science consultancy solving some of the
most complex and interesting problems in industry. At Mosaic you’ll contribute to data
science projects requiring a variety of analytical and business skills in many verticals,
including logistics, retail, utilities, healthcare, telecommunications, media, oil and gas, and
manufacturing. You’ll work with talented, creative, and self-motivated colleagues who hold
themselves to very high standards of professionalism and quality. You will have an
opportunity to interface directly with customers; part-time travel to customer sites may be
required. Telecommute options are available for experienced candidates. You can expect
your responsibilities to grow as quickly as you’re willing and able to meet them. You’ll enjoy
a fantastic benefits package that includes profit sharing and generous personal leave,
professional development opportunities, as well as first-rate healthcare and retirement
benefits. Most folks who join Mosaic stay here for a long time.


Bachelor’s degree or higher in applied math, statistics, operations research,
computer science, engineering, physics, cognitive science, or a related field;
Master’s/PhD preferred
Working knowledge of statistics, machine learning, optimization, data visualization,
computer programming, and database systems
Practical experience with R or Python and relevant data manipulation, visualization,
and machine learning libraries
1+ years of experience applying technical skills to real-world business problems
Strong written and verbal communication skills, a high level of professionalism, and
a positive & collaborative approach
Willingness and ability to learn new skills and tools quickly on the job
Must be a US or Canadian Citizen or Permanent Resident
All qualified applicants will receive consideration for employment and will not be
discriminated against on the basis of race, color, religion, sex, sexual orientation, gender
identity, national origin, age, disability, or protected veteran status. Mosaic Data Science
takes affirmative action in support of its policy to employ and advance in employment
individuals who are minorities, women, protected veterans, and individuals with disabilities.
www.mosaicdatascience.com",5.0,"Mosaic Data Science
5.0","Leesburg, VA",-1,51 to 200 Employees,-1,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,0,0,84,127,105.5,"Mosaic Data Science
", VA,-1,1,0,0,0,0
Data Scientist I,$91K - $129K (Glassdoor est.),"The laboratory of Dr. Christopher Topp at the Donald Danforth Plant Science Center is a plant root phenomics lab, innovating uses of 3D imaging modalities to investigate roots and their environment. We are seeking someone interested in plant biology and data analysis to help process and measure digitized plant samples using both external and internal analysis tools. Many of our projects involve high-throughput phenotyping. As such, a desirable candidate would be capable of writing reusable, efficient, and well-commented code. The successful candidate will be organized, independent, creative, have strong communication skills, desire to learn, and work with outstanding collaborative capability.

Much of the data in our lab are 3D reconstructed volumes from our large-format X-ray Tomography (XRT) system and X-ray microscope (XRM) system, but we handle a variety of other types of data depending on the project (e.g. genomics data, PET images, hyperspectral images). Given the size and variety of data in the lab, this job involves maintaining a robust computational infrastructure–including dedicated workstations, storage and processing servers, virtual machines, internal code bases, third-party software licenses, VR systems, databases, and data management. The role allows for creativity and autonomy in the design and development of tools and procedures.",4.3,"Donald Danforth Plant Science Center
4.3","Saint Louis, MO",-1,Unknown,1998,Nonprofit Organization,Research & Development,Management & Consulting,Unknown / Non-Applicable,-1,0,0,91,129,110.0,"Donald Danforth Plant Science Center
", MO,25,0,0,0,0,0
Data Scientist,Employer Provided Salary:$70K - $130K,"Job Location: San Diego, CA
Job Qualifications:
M.S. in data science, machine learning, bioinformatics or cheminformatics.
Proficient in Python and capable of implementing the common ML algorithms.
Proficient in R is a plus.
Proficient in Linux bash scripting.
Experience working with pharmaceutical research is a plus.
Effective communication skills
Familiar with web-deployment of model is a plus.",5.0,"Elite ProTek
5.0","San Marcos, CA",-1,1 to 50 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,0,1,70,130,100.0,"Elite ProTek
", CA,-1,1,0,0,0,0
Data Scientist,Employer Provided Salary:$95K - $135K,"Numerade is an education technology company on a mission to close education opportunity gaps.
This is your opportunity to join a profitable, cash flow positive, venture-backed startup early and build something remarkable at the intersection of education and technology.
Since our launch in 2019, our video-based virtual learning platform has helped over 100 million students gain confidence in STEM subjects, from algebra to quantum mechanics and beyond.
We've built the world's largest STEM video library, creating the AI tutor category.
We have 60,000 passionate educators creating video content and sharing their knowledge with students around the world.",3.8,"Numerade
3.8","Los Angeles, CA",-1,1 to 50 Employees,2019,Company - Private,Education & Training Services,Education,Unknown / Non-Applicable,-1,0,1,95,135,115.0,"Numerade
", CA,4,0,0,0,0,0
Data Scientist,$79K - $122K (Glassdoor est.),"Career Area:
Information Analytics
Job Description:
We have an exciting position open within Caterpillar as a Data Scientist for the Earthmoving Division, a multi-billion dollar division. In this role, you will have the opportunity to be part of the team that develops analytical tools to help provide valuable financial insights to Senior Leadership
Areas of responsibility include:
Responsible for large datasets and data modeling.
Relocation is available for this position.",4.0,"Caterpillar
4.0","Peoria, IL",-1,10000+ Employees,1925,Company - Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,79,122,100.5,"Caterpillar
", IL,98,0,0,0,0,0
Data Scientist - Customer Obsession,Employer Provided Salary:$124K,"We are looking for a Data Scientist to join the Customer Obsession team! We are colocated with CO engineering, product, and, design teams. Our work is at the heart of Uber's focus to provide outstanding customer support experiences both in-app and other live channels.
We provide an end-to-end data science workflow that includes scoping the business problem, providing a data lens to product design, owning the experimentation cycle to full global rollouts, and eventually impact estimation. Within this role, you will have the opportunity to work on several projects on customer-facing mobile apps and internal tools.
What You Will Do
Develop statistical models/analysis and apply them to solve real-time problems
Create practical data insights and solutions from Uber’s large datasets
Design metrics and developing SQL queries to generate reports",3.9,"Uber
3.9","San Francisco, CA",-1,10000+ Employees,2009,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),-1,0,1,124,124,124.0,"Uber
", CA,14,0,0,0,0,0
Genomics Data Scientist,Employer Provided Salary:$100K - $125K,"Description:
Company Summary
Avellino, a global leader in precision medicine, is seeking a talented and independent Software Developer to join its subsidiary, Palmona Pathogenomics. Palmona provides the most advanced pathogen genomic analysis for the most effective rapid treatments and accurate global surveillance of infectious diseases. Palmona has rapidly made progress in the fingerprinting and comparison of pathogenic genomes, with the aim of making the comprehensive results available to physicians, healthcare facilities and government agencies.
Requirements:
Position Summary",3.0,"Avellino Lab USA Inc
3.0",Remote,-1,51 to 200 Employees,2012,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,-1,0,1,100,125,112.5,"Avellino Lab USA Inc
", Remote,11,0,0,0,0,0
Data Scientist - Stores ML,Employer Provided Salary:$56K - $140K,"Are you looking for an opportunity where you can marry hardware and software to digitalize the Lowe’s stores? Are you inspired by a challenge? Is problem solving in your DNA? If your answer to any of these questions is yes, then you will be a great fit for this innovative team! This is a team of result driven individuals that are passionate about inventing new cutting-edge solutions and solving real – world challenges!

Job Summary
We are looking for a Data Scientist to join our Stores Team focused on utilizing statistical and machine learning techniques to create a framework for data-driven design experimentation for store-related products. As expanding the team, we are looking for self-driven and motivated individuals to help Lowe’s in its store transformation journey.

The primary purpose of this role is to provide advanced analytical capabilities to support data science initiatives. Areas of focus are: experimental design; predictive modeling; decision support systems; recall, precision, ranking, and related problems; and optimization;



OR
OR
Also




Lowe's Companies, Inc. (NYSE: LOW) is a FORTUNE® 50 home improvement company serving approximately 17 million customer transactions a week in the U.S. With total fiscal year 2022 sales of over $97 billion, approximately $92 billion of sales were generated in the U.S., where Lowe's operates over 1,700 home improvement stores and employs approximately 300,000 associates. Based in Mooresville, N.C., Lowe's supports the communities it serves through programs focused on creating safe, affordable housing and helping to develop the next generation of skilled trade experts. For more information, visit Lowes.com.
Lowe’s is an equal opportunity employer and administers all personnel practices without regard to race, color, religious creed, sex, gender, age, ancestry, national origin, mental or physical disability or medical condition, sexual orientation, gender identity or expression, marital status, military or veteran status, genetic information, or any other category protected under federal, state, or local law.

Pay Range for CA, CO, NJ, NY, WA: $55,600.00 - $140,000.00 annually

Starting rate of pay may vary based on factors including, but not limited to, position offered, location, education, training, and/or experience. For information regarding our benefit programs and eligibility, please visit https://talent.lowes.com/us/en/benefits. Pay Range for CA, CO, NJ, NY, WA: $55,600.00 - $140,000.00 annually Starting rate of pay may vary based on factors including, but not limited to, position offered, location, education, training, and/or experience. For information regarding our benefit programs and eligibility, please visit https://talent.lowes.com/us/en/benefits.",3.5,"Lowe's
3.5","Charlotte, NC",-1,1001 to 5000 Employees,1921,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),-1,0,1,56,140,98.0,"Lowe's
", NC,102,0,0,0,0,0
Data Scientist,$90K - $129K (Glassdoor est.),"At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives.
Job Description Summary: At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives. The Fraud Defense Cyber Center (FDCC) is a diverse team of cybersecurity, fraud, and risk experts who work with partners across PayPal to spearhead collaborations that achieve durable and holistic solutions to complex types of fraud. The mission of the FDCC is to shine a light on the dark web to understand fraud, use that understanding to create actionable intelligence, respond to incidents when immediate mitigation is needed, and work with partner teams to ensure that appropriate controls and policies are in place to protect our customers and platforms. We are looking for a passionate, highly talented, and self-driven Sr. Fraud Intelligence Data Scientist to join our team. You should be eager to learn and able to master many fraud, cyber, and abuse typologies and data sets and have a strong focus on understanding what your customers want and need.",3.9,"PayPal
3.9","Scottsdale, AZ",-1,10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),-1,0,0,90,129,109.5,"PayPal
", AZ,25,0,0,0,0,0
Data Scientist or Bioinformatician (remote),Employer Provided Salary:$67K - $120K,"Center Information:
The Quantitative Biomedical Research Center (QBRC) is a well-established research center at UT Southwestern Medical Center (UTSW). It aims to foster collaborations involving quantitative methods and technologies in any aspect of biomedical research, particularly for understanding disease etiologies and developing treatment and prevention strategies. Currently, the center has six faculty members, around 40 staff members, postdocs and student research assistants. We are actively recruiting new members to join this new and dynamic group.
Position Title: Data Scientist I, II, III, Computational biologist I, II, III or Postdoctoral Fellow (Bioinformatics/Biostatistics)
Duties & Responsibilities: For bioinformatics scientists, the projects include developing novel method for analysis and integration of multiple-omics data, and single cell genomics and transcriptome analysis. For data scientists, the projects include assembling and statistical analyses of big clinical data, and application of machine learning and deep learning methods on real medical problems.",3.9,"UT Southwestern Medical Center
3.9",Remote,-1,10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),-1,0,1,67,120,93.5,"UT Southwestern Medical Center
", Remote,80,0,0,0,0,0
"Data Scientist, Genomics",$109K - $173K (Glassdoor est.),"Our Mission
To restore cell health and resilience through cellular rejuvenation programming to reverse disease, injury, and the disabilities that can occur throughout life.
For more information, see our website at altoslabs.com.
Diversity at Altos
We believe that diverse perspectives are foundational to scientific innovation and inquiry.
We are building a company where exceptional scientists and industry leaders from around the world work side by side to advance a shared mission.",4.8,"Altos Labs
4.8","Redwood City, CA",-1,51 to 200 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,0,0,109,173,141.0,"Altos Labs
", CA,-1,0,0,0,0,0
Uncapped Games - Data Scientist (All Levels),Employer Provided Salary:$90K - $242K,"Work Mode:
Hybrid
Responsibilities:
Description:
Are you eager to help both build a team from scratch and produce a game that’ll have a global impact?

We are seeking a talented and enthusiastic Data Scientist to join our new AAA team, Uncapped Games in Los Angeles. The ideal candidate for this role will help innovate an all-new and original IP to revolutionize RTS games for players around the world.

Perks:

Full remote work options are available based on project needs

Highly creative and collaborative start-up culture

Competitive pay and benefits
What We Are Looking For: M.S., or Ph.D. candidate in a quantitative discipline such as Statistics, Math, Economics, Computer Science, Machine Learning, or equivalent practical experience Familiar with data science methods such as data analysis and visualization, experimentation, causal inference, supervised learning, unsupervised learning, time series, probabilities and sampling methods Experienced in SQL and proficient in Python or one of other higher-level programming languages Passionate about making impact, learning new technology, and conducting applied research to solve challenging problems AAA and free to play game experience
Pluses: A passion for RTS games, bringing to the table an understanding of what makes them work well as a genre Able to work effectively with all game development disciplines Experience seeing multiple titles to completion, starting all the way from the pre-production phase to post launch data support

California
The base pay range for this position in the state(s) above is $89,650 to $242,000 per year. Actual pay is based on market location and may vary depending on job-related knowledge, skills, and experience. A sign on payment, relocation package, and restricted stock units may be provided as part of the compensation package, as well as other medical, financial, and/or other benefits, dependent on the specific position offered.",4.0,"Tencent
4.0","Los Angeles, CA",-1,10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,1,90,242,166.0,"Tencent
", CA,25,1,0,0,0,0
Data Scientist,Employer Provided Salary:$95K - $135K,"About Zest AI:
Zest AI has been perfecting AI for consumer lending decisions since 2009. Our Model Management System helps lenders make better decisions and better loans—increasing revenue, reducing risk, and automating compliance. Our mission is to make fair and transparent credit available to everyone and our software creates some of the most inclusive risk models in the industry. Using Zest-built machine learning software, financial institutions can dramatically expand credit access to deserving people with no added risk. Learn more at Zest.ai and connect with us on Twitter @Zest_AI or our Insights blog.
Zest is committed to diversity, equity, and inclusion and encourages professionals from underrepresented groups in technology and financial services to apply.
ZestFinance, Inc. seeks a Data Scientist in Burbank, CA.",-1.0,Zest AI,Remote,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,1,95,135,115.0,Zest AI, Remote,-1,0,0,0,0,0
Data Scientist - Hybrid Remote,Employer Provided Salary:$130K - $150K,"Job Description:
Sharecare is the digital health company that helps people manage all their health in one place. The Sharecare platform provides each person – no matter where they are in their health journey – with a comprehensive and personalized health profile, where they can dynamically and easily connect to the information, evidence-based programs and health professionals they need to live their healthiest, happiest and most productive life. With award-winning and innovative frictionless technologies, scientifically validated clinical protocols and best-in-class coaching tools, Sharecare helps providers, employers and health plans effectively scale outcomes-based health and wellness solutions across their entire populations. We are always looking for people that value the opportunity to work hard, have fun on the job, and make a difference in the lives of others through their work every day!
Job Summary:
Sharecare is searching for a Data Scientist/Statistician who will support our product, delivery, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and media delivery process optimization and using models to identify target audiences. The Sharecare Data Scientist must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms, and creating/running simulations. He/she must have a proven ability to drive business results with data-based insights. He/she must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.",4.2,"Sharecare
4.2","New York, NY",-1,1001 to 5000 Employees,2010,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),-1,0,1,130,150,140.0,"Sharecare
", NY,13,0,0,0,0,0
Senior Data Scientist - Data Science and Engineering - US Remote,$94K - $138K (Glassdoor est.),"HOW MIGHT YOU DEFY IMAGINATION?
If you feel like you’re part of something bigger, it’s because you are. At Amgen, our shared mission—to serve patients—drives all that we do. It is key to our becoming one of the world’s leading biotechnology companies. We are global collaborators who achieve together—researching, manufacturing, and delivering ever-better products that reach over 10 million patients worldwide. It’s time for a career you can be proud of.
Senior Data Scientist - Data Science and Engineering
Live
What you will do

Join Us

If you're seeking a career where you can truly make a difference in the lives of others, a career where you can work at the absolute forefront of biotechnology with the top minds in the field, you'll find it at Amgen.

Amgen, a biotechnology pioneer, discovers, develops and delivers innovative human therapeutics. Our medicines have helped millions of patients in the fight against cancers, kidney disease, rheumatoid arthritis and other serious illnesses.

As an organization dedicated to improving the quality of life for people around the world, Amgen fosters an inclusive environment of diverse, ethical, committed and highly accomplished people who respect each other but compete intensely to win. Together, we live the Amgen values as we continue advancing science to serve patients.

Amgen is an Equal Opportunity employer and will consider all qualified applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability status.

We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.",4.2,"Amgen
4.2","Thousand Oaks, CA",-1,10000+ Employees,1980,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),-1,0,0,94,138,116.0,"Amgen
", CA,43,0,0,0,0,0
"Staff Data Scientist, Product",$124K - $182K (Glassdoor est.),"About LegalZoom
We're here to make legal help accessible to all. LegalZoom transformed the legal industry with the launch of our online services and groundbreaking technology in 2001. Since then, millions of customers have counted on us to officially start and run businesses, protect brands and intellectual property, and look after loved ones through wills and trusts.
As the industry leader for over 20 years, innovation remains at the center of all we do. We're creative thinkers and problem solvers with a passion for building legal and tax products that make a positive impact on the world, and we're always looking for exceptional people to push us further.
With us, you'll do work that's as rewarding as it is challenging with a team where every voice matters and diversity, equality, and inclusion are truly embraced. Together, we'll continue to democratize the law and make a real difference in the lives of millions.
This position will be .",3.2,"LegalZoom
3.2","Mountain View, CA",-1,1001 to 5000 Employees,2001,Company - Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,0,0,124,182,153.0,"LegalZoom
", CA,22,0,0,0,0,0
Associate Data Scientist,Employer Provided Salary:$78K - $109K,"GEHA (Government Employees Health Association, Inc., pronounced G.E.H.A.) is a nonprofit member association that provides medical and dental benefits to more than two million federal employees and retirees, military retirees and their families. We celebrate diversity and are committed to creating an inclusive environment for all employees.
GEHA has one mission: To empower federal workers to be healthy and well.
Offering one of the largest medical and dental benefit provider networks available to federal employees in the United States, GEHA empowers health and wellness by meeting its members where they are, when they need care. We serve our members with products they value and a personalized customer experience, sustained by a nimble and efficient organization.
The Assoc Data Scientist will serve in a critical role within GEHA’s Analytic Center of Excellence (ACOE), building Advanced Analytics methods to provide insights and solutions for complex business opportunities. This role will work closely with the Data Integration and Analytic Solution teams to ensure alignment across the longitudinal evolution of capturing data to creating actionable insights.
The annual base salary range for this position is $77,636 - $108,764 USD.",4.0,"GEHA
4.0",United States,-1,201 to 500 Employees,-1,Contract,-1,-1,Unknown / Non-Applicable,-1,0,1,78,109,93.5,"GEHA
", United States,-1,0,0,0,0,1
Data Scientist,Employer Provided Salary:$97K - $110K,"The UF Health - Precision Health Research Center (PHRC) located in The Villages, FL, hosted within the Clinical and Translational Science Institute (CTSI) seeks an enthusiastic and qualified individual to fill the Data Scientist IV position. This position will work with the PHRC Director as part of the leadership team to develop, implement, and coordinate data management in translational and implementation science research projects aimed at improving health care quality, outcomes and well-being for older adults.
The Data Scientist IV at the PHRC will be responsible for selecting and applying appropriate analytical methods to answer questions and test hypotheses as specified by clinical researchers, administrators and clinicians. This position will require expertise in both database design and complex statistical methods and algorithms. Expected projects will include design of research and operational databases and statistical analyses, and development of reporting infrastructures. Providing leadership to domain experts on issues related to principles of data science and analytical methods. Prioritizing and coordinating multiple tasks so as to achieve tight deadlines (as determined by commitments to funding agencies), and complying in a timely manner with administrative requests and requirements.",4.2,"University of Florida
4.2",Florida,-1,10000+ Employees,1853,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),-1,0,1,97,110,103.5,"University of Florida
", Florida,170,0,0,0,0,0
Data Scientist,$81K - $118K (Glassdoor est.),"At Ford Motor Company, we believe freedom of movement drives human progress. We also believe in providing you with the freedom to define and realize your dreams. With our incredible plans for the future of mobility, we have a wide variety of opportunities for you to accelerate your career potential as you help us define tomorrow’s transportation.

Creating the future of smart mobility requires the highly intelligent use of data, metrics and analytics. That’s where you can make an impact as part of our Global Data Insight & Analytics team. We are the trusted advisers that enable Ford to clearly see business conditions, customer needs and the competitive landscape. With our support, key decision makers can act in meaningful, positive ways. Join us and use your data expertise and analytical skills to drive evidence-based, timely decision making.
Ford Motor Company's GDIA organization is seeking a skilled data scientist to join our Quality Analytics team. As a Data Scientist on our Quality Analytics team, you will focus on preventive quality control, developing and implementing machine learning models to detect anomalies in our manufacturing components' test data. Your work will be crucial in identifying quality issues during production and ensuring our commitment to excellence.",4.1,"Ford Motor Company
4.1","Dearborn, MI",-1,10000+ Employees,1903,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,81,118,99.5,"Ford Motor Company
", MI,120,0,0,0,0,1
