Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,company_text,job_state,age,python_yn,rstudio_yn,spark_yn,aws_yn,excel_yn,job_simp,seniority,desc_len,avg_salary,company_txt
Sr. Data Scientist,$92K - $137K (Glassdoor est.),"Sr. Data Scientist
Job ID
10050743
Location
Celebration, Florida, United States
Business
Disney Parks, Experiences and Products
Date posted
May 24, 2023
Job Summary:
“We create happiness.” That’s our motto at Walt Disney Parks and Resorts. And it permeates everything we do. At Disney, you’ll help encourage that magic by enabling our teams to push the limits of entertainment and build the never-before-seen! Are you ready to join this team and make your impact?",3.9,"Disney
3.9","Celebration, FL",-1,10000+ Employees,1923,Company - Public,Film Production,Media & Communication,$10+ billion (USD),-1,0,0,92,137,"Disney
", FL,100,0,0,0,0,0,data scientist,senior,463,114.5,Disney
Data Scientist (L5) - Ads,$102K - $170K (Glassdoor est.),"Los Angeles, California
Data Science and Engineering
At Netflix, we seek to entertain the world. We have more than 200 million members in 190 countries, reflecting that great stories can come from anywhere and be loved everywhere.

In April 2022, we announced that we are creating a new lower-priced, ad-supported tier for our customers. We are now working toward our goal of providing more choice for consumers and a premium, better-than-linear TV brand experience for advertisers. That said, we are looking for the founding members of this new business area for Netflix!

The Ads Data Science and Engineering team at Netflix’s mission is to help build the foundation of the ads business at Netflix. We conduct analyses and develop analytic tools, build predictive models and algorithms using machine learning, all with the goal of creating more choices and joy for our members. You’ll work closely with partner teams to build workflows, provide recommendations and drive success on end-to-end analytics initiatives in this 0 -1 space.",4.3,"Netflix
4.3","Los Angeles, CA",-1,5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),-1,0,0,102,170,"Netflix
", CA,26,0,0,0,0,0,data scientist,na,1036,136.0,Netflix
Research Data Scientist I,$70K - $101K (Glassdoor est.),"Utilizes basic statistical, mathematical, and predictive modeling to build algorithms and perform data analytics. Utilizes programing skills in languages such as SAS, SQL, SPSS, R, Python, MATLAB or similar.
Responsibilities:
Performs basic data analysis to include data validation, investigation, and testing of hypotheses.
Assists Principal Investigator with transforming data to support the investigation of research questions Builds basic predictive models, and other mathematical or statistical models as needed by using modeling tools.
Utilizes process enhancement opportunities to improve the efficiency of data pulling, reporting, programming, operation and etc.
Works to curate and process complex clinical and biological data

Data Science",3.7,"Cleveland Clinic
3.7","Cleveland, OH",-1,10000+ Employees,1921,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),-1,0,0,70,101,"Cleveland Clinic
", OH,102,1,0,0,0,0,data scientist,na,749,85.5,Cleveland Clinic
Data Scientist - MPD,Employer Provided Salary:$76K - $104K,"Position Description
As the largest and most vibrant city in the state, Minneapolis depends on purposeful, dedicated and innovative employees. Minneapolis has a large variety of careers for people of all experiences and backgrounds who come together for a singular purpose - serving the residents, businesses and visitors of Minneapolis.

This position is charged with deep and sophisticated analyses of MPD and other data to determine insights, drive optimization, and lead applications of data science techniques. In addition, the Data Scientist - MPD will be expected to lead the presentation and translation of complex analyses to leaders (City Council committees, the Chief’s and Mayor’s offices, etc.), distilling in-depth analytical insights to an understandable and actionable recommendations.

This position regularly works onsite.",3.5,"City of Minneapolis
3.5","Minneapolis, MN",-1,1001 to 5000 Employees,1867,Government,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,-1,0,1,76,104,"City of Minneapolis
", MN,156,0,0,0,0,0,data scientist,na,840,90.0,City of Minneapolis
"Data Scientist, Product",Employer Provided Salary:$160K - $255K,"About Us:
We're on a mission to make it possible for every person, team, and company to be able to tailor their software to solve any problem and take on any challenge. Computers may be our most powerful tools, but most of us can't build or modify the software we use on them every day. At Notion, we want to change this with focus, design, and craft.
We've been working on this together since 2016, and have customers like Pixar, Mitsubishi, Figma, Plaid, Match Group, and thousands more on this journey with us. Today, we're growing fast and excited for new teammates to join us who are the best at what they do. We're passionate about building a company as diverse and creative as the millions of people Notion reaches worldwide.

Notion is an in person company, and currently requires its employees to come to the office for two Anchor Days (Mondays & Thursdays) and requests that employees spend the majority of their week in the office (including a third day).",4.8,"Notion
4.8","New York, NY",-1,201 to 500 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,1,160,255,"Notion
", NY,7,0,0,0,0,0,data scientist,na,966,207.5,Notion
Data Scientist,$79K - $122K (Glassdoor est.),"Career Area:
Information Analytics
Job Description:
We have an exciting position open within Caterpillar as a Data Scientist for the Earthmoving Division, a multi-billion dollar division. In this role, you will have the opportunity to be part of the team that develops analytical tools to help provide valuable financial insights to Senior Leadership
Areas of responsibility include:
Responsible for large datasets and data modeling.
Relocation is available for this position.",4.0,"Caterpillar
4.0","Peoria, IL",-1,10000+ Employees,1925,Company - Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,79,122,"Caterpillar
", IL,98,0,0,0,0,0,data scientist,na,476,100.5,Caterpillar
Data Scientist,Employer Provided Salary:$114K - $164K,"At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.
Boeing Global Services (BGS) is seeking an Experienced Data Scientist to support our business in Mesa, AZ or Hazelwood, MO or Tukwila, WA
This organization supports BGS-Government Planning and the data analyst will apply statistical and other analytics techniques to assist with producing within the fast pace environment of aerospace.

U.S. Government Export Control Status: This position must meet export control compliance requirements. To meet export control compliance requirements, a “U.S. Person” as defined by 22 C.F.R. §120.15 is required. “U.S. Person” includes U.S. Citizen, lawful permanent resident, refugee, or asylee.

US based job, US Person required",3.9,"BOEING
3.9","Mesa, AZ",-1,10000+ Employees,1916,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,1,114,164,"BOEING
", AZ,107,0,0,0,0,0,data scientist,na,1064,139.0,BOEING
Principal Data Scientist,Employer Provided Salary:$166K - $265K,"About the team
The Strategic Analytics & Operations team is responsible for a metrics driven assessment of whether we are on track for our strategy and data driven insights to evaluate new strategic opportunities. The team covers three key functions: (1) Business Intelligence, (2) Metrics Operations, and (3) Strategic Insights. We collaborate with our most senior leaders to determine what we should be doing as a company, ensure we are successfully accomplishing what we said we would do and executing course corrections.
About the role
As a Principal Data Scientist, you will help to ensure we are measuring and evaluating our strategy and execution. You will also derive data driven insights to support the highest levels of strategy questions at Zillow. You will be partnering with our Strategy & Partnerships, Business Operations, Strategic Finance and M&A, and Investor Relations teams to understand business questions and creatively solve complex business problems with analytic solutions. You will be navigating large and messy datasets, selecting and applying the appropriate methodologies (model building, A/B testing, forecasting, opportunity sizing), designing experimentation frameworks, and collaborating with Data Science, Econ, and Insights teams to complete the analysis. You will proactively and strategically use data to identify “big picture” opportunities for the company, and share your insights to influence product and business leaders across the company.
This role has been categorized as a Remote position. “Remote” employees do not have a permanent corporate office workplace and, instead, work from a physical location of their choice which must be identified to the Company. Employees may live in any of the 50 US States, with limited exceptions. In certain cases, an employee in a remote-designated job may need to live in a specific region or time zone to support customers or clients as part of their role.
In California, Colorado, Connecticut, Nevada, New York City and Washington the standard base pay range for this role is $165,600.00 - $264,500.00 Annually. This base pay range is specific to California, Colorado, Connecticut, Nevada, New York City and Washington and may not be applicable to other locations.
In addition to a competitive base salary this position is also eligible for equity awards based on factors such as experience, performance and location. Actual amounts will vary depending on experience, performance and location.",3.9,"Zillow
3.9",Remote,-1,5001 to 10000 Employees,2005,Company - Public,Real Estate,Real Estate,$1 to $5 billion (USD),-1,0,1,166,265,"Zillow
", Remote,18,0,0,0,0,0,data scientist,senior,2478,215.5,Zillow
Data Scientist [ML],Employer Provided Salary:$180K - $250K,"Machinify is a revolutionary healthcare software company with a mission to ensure that patients get the right medical treatment, at the right time, at the right price. Our cloud-based Machinify AI platform leverages the latest advances in machine learning, large language models, data analytics, and cloud processing to solve previously intractable problems, transforming healthcare administration and payment operations.
Our team has deployed models that check for anomalies in medical claims, predict the trajectory of care of a particular patient and the next likely treatment and even “read and understand” medical record documents using state-of-the-art NLP and computer vision techniques to assist clinicians. There are many more such problems to be solved. So if you are looking for a place where you can apply your expertise in AI/ML to solve real problems and make a difference in an industry that impacts millions of lives while accelerating your career, you’ll love Machinify. We are seeking a Sr Machine Learning Scientist to join our team.",3.7,"Machinify
3.7",California,-1,51 to 200 Employees,2016,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,-1,0,1,180,250,"Machinify
", California,7,0,0,0,0,0,data scientist,na,1052,215.0,Machinify
"Data Scientist, Product Analytics",Employer Provided Salary:$134K - $194K,"As a Data Scientist at Meta, you will shape the future of people-facing and business-facing products we build across our entire family of applications (Facebook, Instagram, Messenger, WhatsApp, Oculus). By applying your technical skills, analytical mindset, and product intuition to one of the richest data sets in the world, you will help define the experiences we build for billions of people and hundreds of millions of businesses around the world. You will collaborate on a wide array of product and business problems with a diverse set of cross-functional partners across Product, Engineering, Research, Data Engineering, Marketing, Sales, Finance and others. You will use data and analysis to identify and solve product development’s biggest challenges. You will influence product strategy and investment decisions with data, be focused on impact, and collaborate with other teams. By joining Meta, you will become part of a world-class analytics community dedicated to skill development and career growth in analytics and beyond.Product leadership: You will use data to shape product development, quantify new opportunities, identify upcoming challenges, and ensure the products we build bring value to people, businesses, and Meta. You will help your partner teams prioritize what to build, set goals, and understand their product’s ecosystem.Analytics: You will guide teams using data and insights. You will focus on developing hypotheses and employ a diverse toolkit of rigorous analytical approaches, different methodologies, frameworks, and technical approaches to test them.Communication and influence: You won’t simply present data, but tell data-driven stories. You will convince and influence your partners using clear insights and recommendations. You will build credibility through structure and clarity, and be a trusted strategic partner.",3.9,"Facebook App
3.9",Remote,-1,10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),-1,0,1,134,194,"Facebook App
", Remote,19,0,0,0,0,0,data scientist,na,1858,164.0,Facebook App
Data Scientist,Employer Provided Salary:$91K - $151K,"About
Macy’s, Inc. meets our Customer’s needs across our iconic brands—Macy’s, Bloomingdale’s and Bluemercury, served by nearly 100,000 colleagues. We offer competitive benefits, unlimited career paths and an unmatched culture. We know each person here is unique. We respect and invest in each individual to create growth, pride and satisfaction. When we are able to bring our amazing selves to work, it translates into a more abundant and wider array of ideas and energy for all to benefit from. Our success is built on amazing individuals, working together.
Our culture and limitless career opportunities paired with our social purpose—to create a brighter future with bold representation for all—are imperative to our commitment to use our business and brand to tackle the barriers to representation so, together, we can realize the potential of every one of us.",3.4,"Macy’s
3.4","New York, NY",-1,10000+ Employees,1858,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$10+ billion (USD),-1,0,1,91,151,"Macy’s
", NY,165,0,0,0,0,0,data scientist,na,865,121.0,Macy’s
Data Scientist I,Employer Provided Salary:$95K,"Overview:
Now is the time to join us!
At Virgin Pulse we value and celebrate diversity and we are committed to creating an inclusive environment for all employees. We believe in creating teams made up of individuals with various backgrounds, experiences, and perspectives. Why? Because diversity inspires innovation, collaboration, and challenges us to produce better solutions. But more than this, diversity is our strength, and a catalyst in our ability to #changelivesforgood.
Responsibilities:
Who are you?
You are a Data Scientist who will hit the ground running to support the organization's efforts to drive personalization and targeted intervention in the health engagement SaaS industry. You have a solid statistical and modeling skill set and the technical tools to complete projects end to end. This role will be responsible for preparing datasets, building predictive machine learning models, and optimizing model performance. We are looking for someone who is self-directed and thrives working in a fast-paced, collaborative environment in which expectations are high both for the quality and speed of work. A successful candidate will have a hunger for continuous learning, a desire to grow and lead, and strong interpersonal relationship skills.




Qualifications:",3.4,"VirginPulse
3.4",Remote,-1,501 to 1000 Employees,2004,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),-1,0,1,95,95,"VirginPulse
", Remote,19,0,0,0,0,0,data scientist,na,1280,95.0,VirginPulse
Junior Data Scientist (remote),Employer Provided Salary:$90K - $110K,"Junior Data Scientist (remote)

Imagine a workplace that encourages you to interpret, innovate and inspire. Our employees do just that by helping healthcare payers manage the cost of care, improve competitiveness and inspire positive change. You can be part of an established company with a 40-year legacy that helps our customers thrive by interpreting our client's needs and tailoring innovative healthcare cost management solutions.

Our commitment to diversity, inclusion and belonging are part of the fabric of our company. We strive to create a workplace that fosters mutual respect and collaboration, where every talent individual can participate and perform their best work. We are MultiPlan and we are where bright people come to shine!",3.8,"MultiPlan Inc.
3.8",Remote,-1,1001 to 5000 Employees,1980,Company - Public,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1,0,1,90,110,"MultiPlan Inc.
", Remote,43,0,0,0,0,0,data scientist,na,745,100.0,MultiPlan Inc.
Data Scientist,Employer Provided Salary:$78K - $184K,"Data science at the National Security Agency (NSA) is a multi-disciplinary field that uses elements of mathematics, statistics, computer science, and application-specific knowledge to gather, make, and communicate principled conclusions from data. Data science is present in every aspect of the mission. NSA Data Scientists tackle challenging real-world problems leveraging big data, high-performance computing, machine learning, and a breadth of other methodologies. We are looking for critical thinkers, problem solvers, and motivated individuals who are enthusiastic about data and believe that answers to hard questions lie in the yet-to-be-told story of diverse, complicated data sets. You will employ your mathematical science, computer science, and quantitative analysis skills to develop solutions to complex data problems and take full advantage of NSA's capabilities to tackle the highest priority foreign intelligence and cybersecurity challenges. As a Data Scientist, your responsibilities may include: - Exploratory data analysis and exploratory model-fitting to reveal data features of interest - Machine-learned predictive modeling - Construct usable data sets from multiple sources to meet customer needs - Identifying and analyzing anomalous data (including metadata) - Developing conceptual design and models to address mission requirements - Developing qualitative and quantitative methods for characterizing datasets in various states. - Performing analytic modeling, scripting, and/or programming - Working collaboratively and iteratively throughout the data-science lifecycle - Designing and developing analytics and techniques for analysis - Analyzing data using mathematical and statistical methods - Evaluating, documenting, and communicating research processes, analyses, and results to customers, peers, and leadership - Creating interpretable visualizations.",3.7,"National Security Agency
3.7","Fort Meade, MD",-1,Unknown,1962,Government,National Agencies,Government & Public Administration,Unknown / Non-Applicable,-1,0,1,78,184,"National Security Agency
", MD,61,0,0,0,0,0,data scientist,na,1886,131.0,National Security Agency
Data Scientist I,Employer Provided Salary:$83K - $113K,"Horizon BCBSNJ employees must live in New Jersey, New York, Pennsylvania, Connecticut or Delaware
Job Summary:
Data Scientists are responsible for modeling complex business problems, discovering new business insights and finding opportunities through the use of algorithmic, statistical, data-mining and visualization techniques. In addition, this role also integrates and prepares large, varied datasets and designs and builds specialized databases and computing environments (data modelling development and architecture). The incumbents communicate and present results of their research in a structured and clear way that can be easily understood by various business stakeholders and clients. Ultimately, the Data Scientists work closely with various stakeholders across the Corporation to turn data into meaningful insights that is then used to make sound business decisions.
Major Responsibilities (8 to 10 in total)
$83,000 - $113,295",3.3,"Horizon Blue Cross Blue Shield of New Jersey
3.3","Newark, NJ",-1,5001 to 10000 Employees,1932,Nonprofit Organization,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,1,83,113,"Horizon Blue Cross Blue Shield of New Jersey
", NJ,91,0,0,0,0,0,data scientist,na,939,98.0,Horizon Blue Cross Blue Shield of New Jersey
Jr. Data Scientist,$65K - $104K (Glassdoor est.),"Job Type: Full Time
We are looking for Jr. Data Scientists to join our team.
Kyla is the next generation of healthcare tech. Our mission is to help people live longer and healthier. With the latest AI technologies, we provide the best digital healthcare for everyone. We have several digital products such as mobile app, and three web applications for companies and doctors. We work with Fortune 500 companies. Our solutions are used by thousands, and recently we won the Exceptional Innovation By The 2020 Pandemic Tech Innovation Awards. Our team is bright minds who love their job and development and are not afraid of working in a fast-growing lean startup.
If you would like to join us, do not hesitate to apply.
Required skills:",3.5,"Kyla
3.5","San Jose, CA",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,0,65,104,"Kyla
", CA,-1,0,0,0,0,0,data scientist,jr,734,84.5,Kyla
Data Scientist,$84K - $127K (Glassdoor est.),"Mosaic Data Science, located in the Northern Virginia/Washington, DC Metro area,
encourages qualified data scientists to contact us regarding current full-time, salaried
consulting opportunities in the United States and Canada.
Mosaic Data Science is a dynamic, growing data science consultancy solving some of the
most complex and interesting problems in industry. At Mosaic you’ll contribute to data
science projects requiring a variety of analytical and business skills in many verticals,
including logistics, retail, utilities, healthcare, telecommunications, media, oil and gas, and
manufacturing. You’ll work with talented, creative, and self-motivated colleagues who hold
themselves to very high standards of professionalism and quality. You will have an
opportunity to interface directly with customers; part-time travel to customer sites may be
required. Telecommute options are available for experienced candidates. You can expect
your responsibilities to grow as quickly as you’re willing and able to meet them. You’ll enjoy
a fantastic benefits package that includes profit sharing and generous personal leave,
professional development opportunities, as well as first-rate healthcare and retirement
benefits. Most folks who join Mosaic stay here for a long time.


Bachelor’s degree or higher in applied math, statistics, operations research,
computer science, engineering, physics, cognitive science, or a related field;
Master’s/PhD preferred
Working knowledge of statistics, machine learning, optimization, data visualization,
computer programming, and database systems
Practical experience with R or Python and relevant data manipulation, visualization,
and machine learning libraries
1+ years of experience applying technical skills to real-world business problems
Strong written and verbal communication skills, a high level of professionalism, and
a positive & collaborative approach
Willingness and ability to learn new skills and tools quickly on the job
Must be a US or Canadian Citizen or Permanent Resident
All qualified applicants will receive consideration for employment and will not be
discriminated against on the basis of race, color, religion, sex, sexual orientation, gender
identity, national origin, age, disability, or protected veteran status. Mosaic Data Science
takes affirmative action in support of its policy to employ and advance in employment
individuals who are minorities, women, protected veterans, and individuals with disabilities.
www.mosaicdatascience.com",5.0,"Mosaic Data Science
5.0","Leesburg, VA",-1,51 to 200 Employees,-1,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,0,0,84,127,"Mosaic Data Science
", VA,-1,1,0,0,0,0,data scientist,na,2505,105.5,Mosaic Data Science
Data Scientist,$101K - $145K (Glassdoor est.),"Company Description

Visa is a world leader in digital payments, facilitating more than 215 billion payments transactions between consumers, merchants, financial institutions and government entities across more than 200 countries and territories each year. Our mission is to connect the world through the most innovative, convenient, reliable and secure payments network, enabling individuals, businesses and economies to thrive.
When you join Visa, you join a culture of purpose and belonging – where your growth is priority, your identity is embraced, and the work you do matters. We believe that economies that include everyone everywhere, uplift everyone everywhere. Your work will have a direct impact on billions of people around the world – helping unlock financial access to enable the future of money movement.",4.1,"Visa
4.1","Foster City, CA",-1,10000+ Employees,1958,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),-1,0,0,101,145,"Visa
", CA,65,0,0,0,0,0,data scientist,na,819,123.0,Visa
Data Scientist I - MSAT,Employer Provided Salary:$94K - $175K,"The Position
Who you are
As a member of the Sequencing Cartridges MSAT (Manufacturing Sciences and Technology) team at Santa Clara, as Data Scientist yoiu will work cross-functionally to ideate solutions and investigate data to improve and support process development of medical device manufacturing.
Data Scientists within Roche Sequencing Solutions enhance the value that data sets have to a Roche project by providing insight and making actionable recommendations for research and development groups.
Given a good understanding of the analytical needs of an internal customer and accessing data from various sources (Equipment, Materials, Manufacturing and QC), data scientists must then map out a technical solution to the analytical needs drawing on their knowledge base in machine learning, statistics, signal processing, deep learning, software engineering, data engineering, etc.",4.3,"Roche
4.3","Santa Clara, CA",-1,5001 to 10000 Employees,1896,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),-1,0,1,94,175,"Roche
", CA,127,0,0,0,0,0,data scientist,na,887,134.5,Roche
"Senior Data Scientist, Analytics",$121K - $169K (Glassdoor est.),"Discord is looking for experienced and passionate data scientist to join our small-but-growing Data Science team! As a member of the Data Science team, you will help Discord achieve its mission of providing people with a sense of belonging in online communities, by collaborating directly with the teams who design, build, and support Discord. If you’re passionate about data, impact, and working on an amazing team, read on and check out our blog about how our team informs strategy &amp; innovation at Discord here! What You'll Be Doing Partner with teams through the full lifecycle of data analytics from ideation and exploratory analysis, to building dashboards and reports Define KPIs and diagnostic metrics that help improve the user experience, encapsulating these measures in clean crisp dashboards that provide the company with timely and actionable information Use our amazing infrastructure to quickly and easily build custom data sets to monitor novel product features and processes Proactively socialize insights, dashboards, and reports with technical and non-technical audiences, soliciting feedback on where to improve Be a champion of A/B testing and help groups throughout the company design, analyze, and interpret A/B tests correctly Collaborate with data and engineering teams to design scalable and future-proof instrumentation You Will Thrive In This Role If 4+ years of experience autonomously translating ambiguous business problems into deep informative insights through hands-on analytics 4+ years of experience building performant dashboards using Tableau, Looker, or similar software - with proficiency in designing clean crisp visualizations 3+ years experience writing excellent SQL Excellent communication skills, with the ability to translate complicated findings or technical approaches in easy-to-understand ways 2+ years of experience in the design, analysis, and interpretation of A/B tests in a large data environment A desire to work with amazing, passionate people who care deeply about solve challenging problems to improve Discord Last but not least - a collaborative attitude and a healthy dose of natural curiosity! Bonus Points Passion for Discord or online communities Experience with writing production ETL Experience with technical leadership, being the point person for one or more stakeholder groups Experience with analytics for social media or international subscription-based online services, including familiarity with concepts such as social graphs, LTV/user-lifecycle analysis, funnel analysis, etc Experience writing performant code in BigQuery SQL The US base salary range for this full-time position is $178,000 to $192,000 + equity + benefits. Our salary ranges are determined by role and level. Within the range, individual pay is determined by additional factors, including job-related skills, experience, and relevant education or training. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include equity, or benefits. Benefits and Perks Comprehensive medical insurance including Health, Dental and Vision (plus up to $20,000 for gender affirmation procedures) Mental health resources and quarterly wellness stipends 16+ paid holidays, 4 weeks of PTO + use-what-you-need sick days Paid parental leave (plus fertility, adoption and other family planning benefits) Flexible long-term work options (remote and hybrid) Volunteer time off A diverse slate of Employee Resource Groups Plus commuter contributions and other perks for office-based employees About Us Discord is a voice, video and text app that helps friends and communities come together to hang out and explore their interests — from artists and activists, to study groups, sneakerheads, plant parents, and more. With 150 million monthly users across 19 million active communities, called servers, Discord has grown to become one of the most popular communications services in the world. Discord was built without selling ads or user data and instead, offers a premium subscription called Nitro that gives users special perks like higher quality streams and fun customizations. We’re working toward an inclusive world where no one feels like an outsider, where genuine human connection is a click, text chat, or voice call away. A place where everyone can find belonging. Challenging? Heck yes. Rewarding? Double heck yes. It’s a mission that gives us the chance to positively impact millions of people all over the world. So if this strikes a chord with you, come build belonging with us!",3.5,"Discord
3.5","San Francisco, CA",-1,501 to 1000 Employees,2015,Company - Private,Internet & Web Services,Information Technology,$25 to $100 million (USD),-1,0,0,121,169,"Discord
", CA,8,0,0,0,0,1,data scientist,senior,4572,145.0,Discord
Senior-Data Scientist,Employer Provided Salary:$170K - $254K,"DUTIES: Utilize AI and Machine Learning (ML) to analyze market and customer actions for strategy and tactical marketing. Work with a large breadth of technologies and Machine Learning algorithms to build models, analyze data, and communicate insights. Work in multiple data science areas, including predictive models, survival models, forecasting models and anomaly detection, and building optimal offers structures and logic. Build customer-level propensity models to fuel acquisition, cross-sell, up-sell, and retention strategy and market campaigns. Anomaly detection focus on forecasting segment trends and highlighting anomalies to those trends, then using data science to discover the drivers of those trends. Identify key segments, clusters of customers who will act and those who won’t, and learn what drives the difference and how to create opportunities from these learnings. Work with pricing, marketing, credit and collections, finance, and retention teams to define model needs and improve the ability to acquire, serve, and retain customer household while maintaining profitability for shareholders. Utilize multiple platforms and technologies: cloud platforms (Azure/Google Cloud), Databricks, Pandas, and Jupyter Notebook; visualization and dashboarding with Tableau/PowerBI; analysis and presentations with Excel and Powerpoint. Complete AI and Machine Learning using various techniques, including Regression, Gradiant Boost, Random Forest, K-Means, ARIMA, Facebook Prophet, XGBoost, Ensemble Modeling, Supervised and Unsupervised Machine Learning, Feature engineering and extraction, Exploratory Data Analysis, Statistical Analysis, Model Productionalization, and Deployment and Monitoring.",3.7,"AT&T
3.7","Dallas, TX",-1,10000+ Employees,1876,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),-1,0,1,170,254,"AT&T
", TX,147,0,0,0,0,1,data scientist,senior,1708,212.0,AT&T
"Sr. Data Scientist, Roku Pay",Employer Provided Salary:$93K - $250K,"Teamwork makes the stream work.
Roku is changing how the world watches TV
Roku is the #1 TV streaming platform in the US, and we’ve set our sights on powering every television in the world. Roku pioneered streaming to the TV. Our mission is to be the TV streaming platform that connects the entire TV ecosystem. We connect consumers to the content they love, enable content publishers to build and monetize large audiences, and provide advertisers unique capabilities to engage consumers.
From your first day at Roku, you’ll make a valuable — and valued — contribution. We’re a fast-growing public company where no one is a bystander. We offer you the opportunity to delight millions of TV streamers around the world while gaining meaningful experience across a variety of disciplines.",4.3,"Roku
4.3","San Jose, CA",-1,1001 to 5000 Employees,2002,Company - Public,Information Technology Support Services,Information Technology,$500 million to $1 billion (USD),-1,0,1,93,250,"Roku
", CA,21,0,0,0,0,0,data scientist,senior,785,171.5,Roku
Junior Data Scientist,Employer Provided Salary:$112K - $179K,"Responsibilities:
Peraton is hiring an Enterprise Data Modeling Team Data Scientist to join our Cyber Mission business unit in Fort Meade, Maryland. As a Data Scientist on our team, you will support one of the largest enterprise-wide engineering contracts within the Intelligence Community. This is a full-time position requiring 1880 hours of support per year; and work is performed at a customer location. As an Enterprise Data Modeling Team Data Scientist on our team, you will focus on extracting knowledge and insights from both structured and unstructured data in various forms. The candidate will generate reports that summarize analysis of data representations to provide data-driven insights to customers. The qualified candidate will partner with subject matter experts to translate manual data analysis into automated analytics. #LI-AH1 #PeratonIntelCareers
Qualifications:


Peraton Overview:
Target Salary Range: $112,000 - $179,000. This represents the typical salary range for this position based on experience and other factors. EEO Tagline (Text Only): An Equal Opportunity Employer including Disability/Veteran.",3.6,"Peraton
3.6","Columbia, MD",-1,10000+ Employees,2017,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 billion (USD),-1,0,1,112,179,"Peraton
", MD,6,0,0,0,0,0,data scientist,na,1129,145.5,Peraton
Data Scientist - Stores ML,Employer Provided Salary:$56K - $140K,"Are you looking for an opportunity where you can marry hardware and software to digitalize the Lowe’s stores? Are you inspired by a challenge? Is problem solving in your DNA? If your answer to any of these questions is yes, then you will be a great fit for this innovative team! This is a team of result driven individuals that are passionate about inventing new cutting-edge solutions and solving real – world challenges!

Job Summary
We are looking for a Data Scientist to join our Stores Team focused on utilizing statistical and machine learning techniques to create a framework for data-driven design experimentation for store-related products. As expanding the team, we are looking for self-driven and motivated individuals to help Lowe’s in its store transformation journey.

The primary purpose of this role is to provide advanced analytical capabilities to support data science initiatives. Areas of focus are: experimental design; predictive modeling; decision support systems; recall, precision, ranking, and related problems; and optimization;



OR
OR
Also




Lowe's Companies, Inc. (NYSE: LOW) is a FORTUNE® 50 home improvement company serving approximately 17 million customer transactions a week in the U.S. With total fiscal year 2022 sales of over $97 billion, approximately $92 billion of sales were generated in the U.S., where Lowe's operates over 1,700 home improvement stores and employs approximately 300,000 associates. Based in Mooresville, N.C., Lowe's supports the communities it serves through programs focused on creating safe, affordable housing and helping to develop the next generation of skilled trade experts. For more information, visit Lowes.com.
Lowe’s is an equal opportunity employer and administers all personnel practices without regard to race, color, religious creed, sex, gender, age, ancestry, national origin, mental or physical disability or medical condition, sexual orientation, gender identity or expression, marital status, military or veteran status, genetic information, or any other category protected under federal, state, or local law.

Pay Range for CA, CO, NJ, NY, WA: $55,600.00 - $140,000.00 annually

Starting rate of pay may vary based on factors including, but not limited to, position offered, location, education, training, and/or experience. For information regarding our benefit programs and eligibility, please visit https://talent.lowes.com/us/en/benefits. Pay Range for CA, CO, NJ, NY, WA: $55,600.00 - $140,000.00 annually Starting rate of pay may vary based on factors including, but not limited to, position offered, location, education, training, and/or experience. For information regarding our benefit programs and eligibility, please visit https://talent.lowes.com/us/en/benefits.",3.5,"Lowe's
3.5","Charlotte, NC",-1,1001 to 5000 Employees,1921,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),-1,0,1,56,140,"Lowe's
", NC,102,0,0,0,0,0,data scientist,na,2760,98.0,Lowe's
